/SiMCosta RJ-4 buoy 
/L1 data
/missing = NULL
/latitude = -22.97155
/longitude = -43.1502167
/Sensor Mount = Buoy
/Acknowledging or Crediting SiMCosta as Information Source : (Product or data name) courtesy of the Brazilian Coastal Monitoring System - SiMCosta  (www.simcosta.furg.br)
/Disclaimer: All products published on this website are not intended to be used for navigational or operational purposes.
/*Magnetic Declination Reference: Chulliat, A., S. Macmillan, P. Alken, C. Beggan, M. Nair, B. Hamilton, A. Woods, V. Ridley, S. Maus and A. Thomson, 2014. The US/UK World Magnetic Model for 2015-2020, NOAA National Geophysical Data Center, Boulder, CO, doi: 10.7289/V5TH8JNW 
/YEAR MONTH DAY HOUR MINUTE SECOND: Date/Time Data Acquisition (UTC)
/Avg_Air_Press: Average Air Pressure (mb)
/Avg_Air_Tmp: Average Air Temperature (degree Celsius)
/Hmt: Instantaneous Humidity (%)
/Avg_Hmt: Average Humidity (%)
/Avg_DewP: Average Dew Point (degree Celsius)
/Avg_Wnd_Sp: Average Wind Speed (m/s)
/Avg_Wnd_Dir: Average Wind Direction (degree, magnetic north)
/Avg_Wnd_Dir_N: Average Wind Direction (degree, true north)
/M_Decl: Magnetic Declination (degree)
/Gust_Sp: Last Sampling Interval Gust Speed (m/s)
/Avg_Sol_Rad: Average Solar Radiation Reading (W/m²)
YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Avg_Air_Press,Avg_Air_Tmp,Hmt,Avg_Hmt,Avg_DewP,Avg_Wnd_Sp,Avg_Wnd_Dir,Avg_Wnd_Dir_N,M_Decl,Gust_Sp,Avg_Sol_Rad
2017,12,12,14,55,00,1016.52,21.00,90.30,89.90,19.30,3.60,151.00,128.22,-22.77,4.50,329.83
2017,12,12,15,25,00,1016.59,21.10,91.90,91.80,19.70,1.30,192.00,169.22,-22.77,2.20,283.40
2017,12,12,15,55,00,1016.62,21.10,91.90,91.90,19.70,2.00,205.00,182.22,-22.77,3.40,195.14
2017,12,12,16,25,00,1016.62,21.10,91.20,91.00,19.50,3.20,177.00,154.22,-22.77,4.00,311.50
2017,12,12,16,55,00,1016.61,20.80,94.40,94.10,19.80,2.70,229.00,206.22,-22.77,3.60,331.77
2017,12,12,17,25,00,1016.51,20.80,94.50,94.50,19.80,2.20,254.00,231.22,-22.77,3.30,234.86
2017,12,12,17,55,00,1016.50,20.80,93.00,93.90,19.80,3.60,255.00,232.22,-22.77,4.50,145.19
2017,12,12,18,25,00,1016.71,20.80,89.50,92.00,19.40,4.30,217.00,194.22,-22.77,6.30,88.11
2017,12,12,18,55,00,1016.69,21.30,87.10,86.20,18.90,5.50,193.00,170.22,-22.77,6.80,93.23
2017,12,12,19,25,00,1016.81,20.80,88.70,88.40,18.80,3.20,191.00,168.22,-22.77,4.20,78.00
2017,12,12,19,55,00,1016.91,21.00,86.10,86.60,18.60,1.90,226.00,203.22,-22.77,3.00,76.07
2017,12,12,20,55,00,1017.07,21.50,86.00,86.00,19.10,2.30,192.00,169.22,-22.77,2.80,53.55
2017,12,12,21,25,00,1017.24,21.70,84.90,85.10,19.10,2.80,210.00,187.22,-22.77,3.60,43.14
2017,12,12,21,55,00,1017.51,21.80,83.10,82.90,18.80,3.40,190.00,167.22,-22.77,4.40,36.11
2017,12,12,22,25,00,1017.71,21.70,83.00,83.20,18.70,3.00,186.00,163.22,-22.77,3.60,35.12
2017,12,12,22,55,00,1018.00,21.60,82.30,82.50,18.50,2.40,179.00,156.22,-22.77,3.20,35.44
2017,12,12,23,25,00,1018.34,21.50,84.10,83.90,18.70,1.70,177.00,154.22,-22.77,2.50,36.72
2017,12,13,0,25,00,1018.83,21.50,81.20,81.90,18.30,1.00,308.00,285.23,-22.77,1.70,36.44
2017,12,13,1,55,00,1018.69,21.70,77.80,78.10,17.70,0.70,129.00,106.22,-22.77,1.20,35.10
2017,12,13,2,25,00,1018.46,21.50,82.30,83.00,18.50,0.90,234.00,211.22,-22.77,1.80,35.50
2017,12,13,2,55,00,1018.18,21.40,86.50,85.50,18.90,0.90,270.00,247.22,-22.77,1.60,37.55
2017,12,13,3,25,00,1017.87,21.20,80.90,81.80,18.00,1.00,6.00,343.23,-22.77,1.90,38.17
2017,12,13,3,55,00,1017.53,21.30,83.20,82.90,18.20,1.10,71.00,48.23,-22.77,2.10,37.92
2017,12,13,4,25,00,1017.30,21.40,84.20,83.20,18.40,1.40,37.00,14.22,-22.77,2.30,35.16
2017,12,13,5,25,00,1016.85,21.30,83.00,83.50,18.40,2.50,29.00,6.22,-22.77,3.70,38.95
2017,12,13,5,55,00,1016.68,21.30,83.80,83.30,18.40,1.80,29.00,6.22,-22.77,2.90,39.26
2017,12,13,6,25,00,1016.56,21.30,82.70,82.50,18.20,2.60,32.00,9.22,-22.77,3.50,33.56
2017,12,13,6,55,00,1016.76,20.90,85.80,85.00,18.30,1.40,45.00,22.23,-22.77,2.60,33.18
2017,12,13,7,25,00,1016.86,20.50,91.10,90.70,18.90,0.90,66.00,43.23,-22.77,1.50,38.71
2017,12,13,8,25,00,1017.36,20.20,91.80,91.90,18.80,0.60,113.00,90.22,-22.77,1.20,43.14
2017,12,13,8,55,00,1017.70,20.30,87.90,88.80,18.40,0.60,329.00,306.23,-22.77,1.20,111.60
2017,12,13,9,25,00,1017.95,20.80,85.70,85.70,18.30,1.10,349.00,326.23,-22.77,1.80,116.91
2017,12,13,9,55,00,1018.41,21.00,80.20,81.20,17.70,0.60,150.00,127.22,-22.77,1.40,156.50
2017,12,13,10,25,00,1018.65,21.30,79.00,79.30,17.60,0.60,325.00,302.23,-22.77,1.00,239.43
2017,12,13,10,55,00,1018.73,21.80,78.60,75.90,17.30,0.70,201.00,178.22,-22.77,1.70,342.60
2017,12,13,11,25,00,1018.76,21.50,81.40,82.20,18.40,1.60,215.00,192.22,-22.77,2.60,551.04
2017,12,13,12,25,00,1019.02,21.40,84.10,84.30,18.70,2.40,167.00,144.22,-22.77,3.30,415.82
2017,12,13,12,55,00,1018.96,21.80,81.80,81.80,18.60,3.80,141.00,118.22,-22.77,5.10,814.48
2017,12,13,13,25,00,1019.06,21.90,79.40,79.90,18.30,4.40,144.00,121.22,-22.77,5.50,657.98
2017,12,13,13,55,00,1019.00,21.90,79.70,80.00,18.30,4.00,147.00,124.22,-22.77,4.90,871.83
2017,12,13,14,25,00,1018.79,21.90,79.40,79.60,18.30,4.40,150.00,127.22,-22.77,5.50,1056.02
2017,12,13,14,55,00,1018.64,22.10,78.40,78.20,18.10,4.80,151.00,128.22,-22.77,6.10,580.97
2017,12,13,15,25,00,1018.47,22.10,78.80,78.00,18.10,5.30,144.00,121.22,-22.77,6.60,1025.34
2017,12,13,16,25,00,1018.18,22.20,80.00,79.80,18.60,5.80,144.00,121.22,-22.77,6.90,855.60
2017,12,13,16,55,00,1018.09,22.30,78.20,78.80,18.50,5.70,145.00,122.22,-22.77,7.30,814.91
2017,12,13,17,25,00,1017.89,22.30,80.00,79.30,18.60,5.50,139.00,116.22,-22.77,7.20,594.67
2017,12,13,17,55,00,1017.90,22.40,78.10,78.10,18.40,5.40,141.00,118.22,-22.77,7.00,437.72
2017,12,13,18,25,00,1017.89,22.50,78.20,77.90,18.50,5.20,146.00,123.22,-22.77,6.50,897.70
2017,12,13,18,55,00,1017.73,22.30,78.80,78.90,18.50,4.90,137.00,114.22,-22.77,5.90,252.81
2017,12,13,19,25,00,1017.70,22.30,76.70,77.70,18.20,5.80,133.00,110.22,-22.77,7.50,209.74
2017,12,13,19,55,00,1017.73,22.20,76.70,77.80,18.20,5.90,127.00,104.22,-22.77,8.10,105.97
2017,12,13,20,55,00,1017.74,22.20,79.60,78.90,18.30,5.30,133.00,110.22,-22.77,7.30,79.72
2017,12,13,21,25,00,1017.90,22.40,73.80,73.80,17.50,7.30,125.00,102.22,-22.77,9.40,48.60
2017,12,13,21,55,00,1017.94,22.40,74.20,73.50,17.50,7.90,125.00,102.22,-22.77,10.20,38.07
2017,12,13,22,25,00,1018.21,22.50,72.00,73.20,17.50,6.90,124.00,101.22,-22.77,8.30,36.79
2017,12,13,23,55,00,1018.83,22.40,74.20,73.70,17.40,4.80,107.00,84.22,-22.77,6.50,35.56
2017,12,14,0,25,00,1018.85,22.30,76.10,74.90,17.60,4.90,107.00,84.22,-22.77,6.10,37.68
2017,12,14,0,55,00,1018.96,22.20,74.30,75.40,17.60,4.30,105.00,82.22,-22.77,5.50,35.28
2017,12,14,1,55,00,1018.95,21.50,79.60,80.30,17.90,2.50,118.00,95.22,-22.77,3.30,35.17
2017,12,14,2,55,00,1018.46,21.50,79.60,80.50,18.00,0.70,276.00,253.22,-22.77,1.20,35.96
2017,12,14,3,25,00,1018.00,21.20,83.10,81.90,18.00,1.30,160.00,137.22,-22.77,2.10,35.93
2017,12,14,3,55,00,1017.83,20.90,83.60,84.30,18.10,0.90,304.00,281.23,-22.77,1.60,35.63
2017,12,14,4,25,00,1017.44,21.00,79.80,80.50,17.50,1.10,359.00,336.23,-22.77,2.00,33.91
2017,12,14,5,25,00,1016.91,21.20,75.50,77.30,17.00,1.20,13.00,350.23,-22.77,2.00,34.33
2017,12,14,6,25,00,1016.61,21.20,74.50,77.20,17.10,1.30,30.00,7.22,-22.77,2.10,33.92
2017,12,14,7,25,00,1016.73,21.50,77.60,76.50,17.10,0.70,105.00,82.22,-22.77,1.20,34.27
2017,12,14,7,55,00,1016.81,21.50,74.90,76.80,17.30,0.90,80.00,57.23,-22.77,1.60,34.56
2017,12,14,8,25,00,1017.02,21.50,79.50,78.30,17.60,2.50,70.00,47.23,-22.77,3.40,37.89
2017,12,14,8,55,00,1017.35,21.60,76.50,76.90,17.40,3.60,59.00,36.23,-22.77,4.60,58.20
2017,12,14,9,25,00,1017.41,21.70,77.70,76.90,17.50,3.20,54.00,31.23,-22.77,4.30,102.17
2017,12,14,9,55,00,1017.59,21.90,74.30,75.30,17.40,5.00,61.00,38.23,-22.77,6.30,287.08
2017,12,14,10,55,00,1017.51,22.60,74.20,72.60,17.50,3.50,52.00,29.23,-22.77,4.40,535.68
2017,12,14,11,25,00,1017.34,23.00,69.50,70.10,17.30,2.80,29.00,6.22,-22.77,4.40,501.32
2017,12,14,11,55,00,1017.30,23.40,69.50,68.70,17.40,1.70,9.00,346.23,-22.77,3.20,476.80
2017,12,14,12,25,00,1017.41,21.80,82.80,82.50,18.70,3.50,159.00,136.22,-22.77,4.50,430.12
2017,12,14,12,55,00,1017.29,21.70,83.50,83.10,18.70,2.90,174.00,151.22,-22.77,3.70,779.04
2017,12,14,13,25,00,1017.13,21.90,83.70,81.60,18.60,2.40,183.00,160.22,-22.77,3.10,922.65
2017,12,14,13,55,00,1017.00,21.90,84.70,85.40,19.40,1.80,192.00,169.22,-22.77,2.80,776.04
2017,12,14,14,25,00,1016.73,22.30,83.80,83.10,19.30,3.20,166.00,143.22,-22.77,4.20,1003.71
2017,12,14,14,55,00,1016.50,22.30,82.20,81.50,19.00,4.60,147.00,124.22,-22.77,6.60,997.32
2017,12,14,17,55,00,1014.56,22.30,75.20,75.70,17.80,7.80,136.00,113.22,-22.77,9.20,493.61
2017,12,14,18,25,00,1014.41,22.60,78.90,76.70,18.30,8.30,139.00,116.22,-22.77,10.10,778.33
2017,12,14,18,55,00,1014.34,22.20,83.00,82.30,19.00,7.40,147.00,124.22,-22.77,8.70,674.11
2017,12,14,19,25,00,1014.06,21.90,86.10,85.70,19.40,6.60,144.00,121.22,-22.77,8.20,518.31
2017,12,14,19,55,00,1013.70,22.00,84.20,84.70,19.30,6.60,134.00,111.22,-22.77,8.20,349.27
2017,12,14,20,25,00,1013.52,22.30,81.50,81.80,19.00,7.60,133.00,110.22,-22.77,9.20,278.26
2017,12,14,20,55,00,1013.54,22.40,81.30,81.20,19.00,7.70,132.00,109.22,-22.77,10.00,207.03
2017,12,14,21,25,00,1013.40,22.30,83.00,83.30,19.30,7.70,130.00,107.22,-22.77,9.50,109.33
2017,12,14,22,25,00,1013.69,22.00,86.10,85.10,19.40,3.70,128.00,105.22,-22.77,5.20,41.01
2017,12,14,22,55,00,1013.88,21.80,85.30,85.10,19.20,0.90,31.00,8.22,-22.77,1.70,41.16
2017,12,14,23,25,00,1014.18,21.80,84.50,84.70,19.10,1.20,261.00,238.22,-22.77,1.90,42.30
2017,12,14,23,55,00,1014.51,21.50,88.60,88.50,19.50,0.80,242.00,219.22,-22.77,1.50,40.83
2017,12,15,0,25,00,1014.70,21.30,89.30,89.00,19.40,1.40,170.00,147.22,-22.77,2.30,39.98
2017,12,15,1,25,00,1014.73,22.20,84.00,84.30,19.50,1.90,72.00,49.23,-22.77,2.60,38.42
2017,12,15,1,55,00,1014.57,23.10,81.80,82.60,20.00,3.10,57.00,34.23,-22.77,4.60,38.31
2017,12,15,2,25,00,1014.36,23.10,83.80,82.90,20.00,2.70,49.00,26.23,-22.77,3.70,38.17
2017,12,15,3,25,00,1013.94,23.10,82.90,82.30,19.90,3.00,46.00,23.23,-22.77,4.00,38.98
2017,12,15,3,55,00,1013.53,22.90,84.10,83.80,20.00,4.10,39.00,16.23,-22.77,5.20,38.66
2017,12,15,4,25,00,1012.98,22.30,87.20,87.10,20.10,3.50,48.00,25.23,-22.77,4.40,39.16
2017,12,15,4,55,00,1012.70,22.30,86.70,86.80,20.00,3.60,50.00,27.23,-22.77,4.50,38.86
2017,12,15,5,25,00,1012.22,22.20,87.40,87.40,20.00,3.00,58.00,35.23,-22.77,4.10,38.60
2017,12,15,5,55,00,1011.87,22.30,86.90,86.80,20.00,2.90,43.00,20.23,-22.77,4.80,38.11
2017,12,15,6,25,00,1011.76,22.20,89.80,88.80,20.30,3.50,53.00,30.23,-22.77,4.80,40.48
2017,12,15,6,55,00,1011.74,21.70,90.40,90.10,20.00,2.90,58.00,35.23,-22.77,3.80,39.06
2017,12,15,7,25,00,1011.62,21.60,90.60,90.70,20.10,3.10,65.00,42.23,-22.77,3.90,37.73
2017,12,15,7,55,00,1011.87,21.60,89.20,89.40,19.80,2.00,66.00,43.23,-22.77,3.00,39.75
2017,12,15,8,25,00,1012.00,21.90,86.40,87.00,19.60,2.70,54.00,31.23,-22.77,3.30,48.70
2017,12,15,8,55,00,1012.20,21.80,88.90,88.50,19.90,1.80,64.00,41.23,-22.77,2.70,113.32
2017,12,15,9,55,00,1012.46,23.00,77.10,80.70,19.50,3.10,30.00,7.22,-22.77,4.80,327.50
2017,12,15,10,25,00,1012.25,24.30,73.90,73.60,19.30,4.00,27.00,4.22,-22.77,5.40,424.33
2017,12,15,11,25,00,1012.40,23.70,79.50,79.30,19.90,3.40,52.00,29.23,-22.77,4.60,602.17
2017,12,15,11,55,00,1012.49,24.40,78.50,79.10,20.60,3.00,64.00,41.23,-22.77,3.90,731.66
2017,12,15,12,55,00,1012.44,23.00,88.00,87.60,20.80,4.10,139.00,116.22,-22.77,5.00,751.01
2017,12,15,13,25,00,1012.45,23.30,81.10,82.50,20.10,3.80,117.00,94.22,-22.77,4.50,792.03
2017,12,15,13,55,00,1012.39,22.50,84.00,85.60,19.90,1.70,81.00,58.23,-22.77,3.80,758.51
2017,12,15,14,25,00,1012.29,22.90,80.60,81.00,19.40,1.80,146.00,123.22,-22.77,3.90,992.69
2017,12,15,14,55,00,1012.29,22.70,80.80,83.20,19.70,2.60,263.00,240.22,-22.77,4.70,1051.79
2017,12,15,15,25,00,1012.29,22.90,82.00,81.30,19.50,2.00,238.00,215.22,-22.77,3.60,1024.35
2017,12,15,15,55,00,1012.09,22.60,85.70,85.20,20.00,1.20,206.00,183.22,-22.77,2.30,967.28
2017,12,15,16,25,00,1011.93,22.80,84.90,85.30,20.20,2.20,234.00,211.22,-22.77,3.10,782.26
2017,12,15,17,25,00,1011.44,23.10,85.80,85.10,20.40,2.80,238.00,215.22,-22.77,3.50,551.01
2017,12,15,17,55,00,1011.15,23.00,87.50,87.60,20.80,3.00,236.00,213.22,-22.77,3.50,761.58
2017,12,15,18,25,00,1011.08,22.90,88.70,88.70,20.90,3.40,251.00,228.22,-22.77,3.90,532.47
2017,12,15,18,55,00,1010.83,22.80,87.90,87.50,20.70,2.20,232.00,209.22,-22.77,3.10,314.21
2017,12,15,19,25,00,1010.73,22.60,87.80,87.80,20.40,2.60,225.00,202.22,-22.77,3.30,256.31
2017,12,15,19,55,00,1011.08,22.50,90.00,89.80,20.80,4.70,253.00,230.22,-22.77,5.50,414.18
2017,12,15,20,25,00,1011.14,22.00,92.00,91.90,20.60,3.60,245.00,222.22,-22.77,4.40,269.27
2017,12,15,20,55,00,1011.38,21.90,92.50,93.00,20.80,3.00,241.00,218.22,-22.77,3.70,127.36
2017,12,15,21,25,00,1011.66,22.20,89.70,90.20,20.50,2.60,269.00,246.22,-22.77,3.90,71.89
2017,12,15,22,25,00,1011.40,21.90,94.10,94.20,20.90,1.30,85.00,62.23,-22.77,2.00,43.99
2017,12,15,23,25,00,1012.24,21.40,94.60,94.70,20.50,2.30,271.00,248.22,-22.77,3.00,42.58
2017,12,15,23,55,00,1012.21,21.30,94.30,94.20,20.40,3.00,267.00,244.22,-22.77,3.50,41.60
2017,12,16,0,55,00,1012.33,21.00,95.10,95.10,20.20,2.30,160.00,137.22,-22.77,2.90,40.61
2017,12,16,1,25,00,1012.06,21.30,95.50,95.40,20.60,1.20,99.00,76.22,-22.77,1.70,40.55
2017,12,16,1,55,00,1012.02,21.30,95.80,95.70,20.60,1.10,63.00,40.23,-22.77,1.60,41.47
2017,12,16,2,25,00,1011.89,21.10,94.70,95.00,20.30,1.60,76.00,53.23,-22.77,2.00,42.77
2017,12,16,2,55,00,1012.01,20.70,94.70,94.40,19.80,2.80,252.00,229.22,-22.77,3.70,40.39
2017,12,16,3,25,00,1011.72,20.80,96.00,95.90,20.10,1.70,288.00,265.23,-22.77,2.40,36.66
2017,12,16,3,55,00,1011.31,20.70,96.90,96.70,20.20,2.00,230.00,207.22,-22.77,2.60,36.74
2017,12,16,4,25,00,1011.09,20.50,97.40,97.30,20.10,1.20,289.00,266.23,-22.77,1.80,35.98
2017,12,16,4,55,00,1011.01,20.20,97.70,97.70,19.80,1.40,231.00,208.22,-22.77,2.10,34.88
2017,12,16,5,25,00,1011.06,20.20,98.00,98.00,19.90,2.10,229.00,206.22,-22.77,3.10,34.69
2017,12,16,5,55,00,1011.05,20.10,98.40,98.30,19.80,0.60,219.00,196.22,-22.77,1.10,34.39
2017,12,16,6,55,00,1011.05,19.90,99.00,99.00,19.70,0.50,5.00,342.23,-22.77,1.50,32.89
2017,12,16,7,25,00,1011.35,19.90,99.20,99.20,19.80,0.50,243.00,220.22,-22.77,1.40,35.90
2017,12,16,7,55,00,1011.55,20.20,99.50,99.40,20.10,1.20,217.00,194.22,-22.77,1.70,37.98
2017,12,16,9,25,00,1012.88,20.90,99.90,100.00,20.90,1.20,56.00,33.23,-22.77,1.60,206.42
2017,12,16,9,55,00,1013.22,20.80,95.80,97.10,20.40,0.70,22.00,359.23,-22.77,1.10,229.00
2017,12,16,10,25,00,1013.44,20.40,96.40,96.30,19.80,1.40,270.00,247.22,-22.77,1.80,211.40
2017,12,16,11,25,00,1014.13,19.60,98.20,98.20,19.30,2.40,172.00,149.22,-22.77,3.00,375.21
2017,12,16,12,25,00,1014.43,19.70,98.70,98.70,19.40,4.20,256.00,233.22,-22.77,5.10,386.32
2017,12,16,12,55,00,1014.54,20.00,98.70,98.80,19.80,4.30,259.00,236.22,-22.77,5.30,712.53
2017,12,16,13,25,00,1014.41,20.30,98.80,98.80,20.10,4.10,260.00,237.22,-22.77,4.80,771.26
2017,12,16,13,55,00,1014.20,20.70,99.20,99.10,20.60,4.10,247.00,224.22,-22.77,4.70,929.15
2017,12,16,14,25,00,1014.01,21.10,99.30,99.30,21.00,3.90,244.00,221.22,-22.77,4.50,953.71
2017,12,16,14,55,00,1013.57,21.40,99.10,99.10,21.20,3.10,248.00,225.22,-22.77,3.80,1001.25
2017,12,16,15,25,00,1013.34,21.70,97.30,97.80,21.30,2.50,242.00,219.22,-22.77,3.00,995.04
2017,12,16,15,55,00,1013.07,22.10,95.00,95.20,21.30,3.20,248.00,225.22,-22.77,3.70,959.80
2017,12,16,16,25,00,1012.78,22.50,95.20,94.90,21.60,3.40,213.00,190.22,-22.77,4.40,895.65
2017,12,16,17,25,00,1011.97,22.40,94.60,94.90,21.60,3.40,251.00,228.22,-22.77,4.30,849.75
2017,12,16,17,55,00,1011.67,22.90,92.10,92.70,21.60,4.00,245.00,222.22,-22.77,4.60,793.70
2017,12,16,18,25,00,1011.46,23.10,91.60,91.80,21.70,4.00,248.00,225.22,-22.77,4.50,707.42
2017,12,16,18,55,00,1011.36,22.90,90.30,90.70,21.30,3.10,233.00,210.22,-22.77,4.00,608.02
2017,12,16,19,25,00,1010.93,22.90,91.30,91.00,21.30,4.40,179.00,156.22,-22.77,5.90,512.48
2017,12,16,19,55,00,1010.60,22.40,91.10,91.00,20.90,6.70,143.00,120.22,-22.77,8.20,411.26
2017,12,16,20,25,00,1010.91,22.40,89.60,90.10,20.70,3.80,155.00,132.22,-22.77,5.00,305.58
2017,12,16,20,55,00,1011.35,22.90,89.00,87.70,20.80,1.20,278.00,255.22,-22.77,2.60,187.94
2017,12,16,21,25,00,1011.52,22.60,91.40,89.90,20.80,2.20,270.00,247.22,-22.77,2.90,85.30
2017,12,16,21,55,00,1011.24,21.80,92.50,92.90,20.60,1.10,271.00,248.22,-22.77,1.70,56.48
2017,12,16,22,25,00,1010.87,23.70,77.20,81.60,20.40,2.20,110.00,87.22,-22.77,2.90,40.61
2017,12,16,22,55,00,1011.37,22.20,89.60,88.50,20.30,1.60,150.00,127.22,-22.77,2.50,39.08
2017,12,16,23,25,00,1011.89,21.70,90.60,90.30,20.00,1.40,127.00,104.22,-22.77,2.00,38.49
2017,12,16,23,55,00,1012.25,21.50,91.50,91.50,20.00,0.70,318.00,295.23,-22.77,1.10,38.24
2017,12,17,0,25,00,1012.33,22.50,83.60,87.10,20.30,1.80,25.00,2.23,-22.77,3.00,39.28
2017,12,17,0,55,00,1012.21,23.70,79.00,79.70,19.90,2.20,79.00,56.23,-22.77,2.70,38.52
2017,12,17,1,25,00,1012.44,22.90,89.70,86.30,20.40,2.40,284.00,261.23,-22.77,3.00,38.43
2017,12,17,1,55,00,1012.49,21.60,91.90,92.10,20.30,1.20,312.00,289.23,-22.77,1.80,39.06
2017,12,17,2,25,00,1012.43,21.70,91.40,91.50,20.30,1.80,245.00,222.22,-22.77,2.20,39.00
2017,12,17,2,55,00,1012.19,21.10,93.90,93.70,20.00,1.60,206.00,183.22,-22.77,2.10,38.63
2017,12,17,3,25,00,1011.84,20.80,94.00,93.90,19.80,0.50,158.00,135.22,-22.77,1.00,37.87
2017,12,17,3,55,00,1011.57,20.70,94.50,94.30,19.80,1.60,296.00,273.23,-22.77,2.40,37.13
2017,12,17,4,25,00,1011.17,21.20,94.60,94.90,20.30,2.10,297.00,274.23,-22.77,2.40,38.09
2017,12,17,4,55,00,1010.83,21.50,94.80,94.60,20.60,0.80,286.00,263.23,-22.77,1.30,37.19
2017,12,17,5,25,00,1010.73,20.60,95.80,95.70,19.90,1.10,120.00,97.22,-22.77,1.60,38.20
2017,12,17,5,55,00,1010.71,20.70,96.20,96.10,20.10,0.80,16.00,353.23,-22.77,1.30,36.70
2017,12,17,6,25,00,1010.73,20.50,96.40,96.30,19.90,1.00,184.00,161.22,-22.77,2.10,35.31
2017,12,17,6,55,00,1010.86,20.30,96.20,96.20,19.70,0.60,196.00,173.22,-22.77,1.20,34.85
2017,12,17,7,25,00,1011.05,20.60,96.00,96.10,19.90,0.60,46.00,23.23,-22.77,1.00,34.50
2017,12,17,7,55,00,1011.23,20.50,96.50,96.40,19.90,1.00,58.00,35.23,-22.77,1.50,33.85
2017,12,17,8,25,00,1011.38,21.10,96.20,96.50,20.50,2.20,71.00,48.23,-22.77,2.80,40.87
2017,12,17,9,25,00,1011.83,23.70,87.00,86.80,21.40,5.00,36.00,13.22,-22.77,6.00,214.73
2017,12,17,9,55,00,1012.13,24.20,86.10,85.40,21.50,4.70,29.00,6.22,-22.77,6.50,316.91
2017,12,17,10,25,00,1012.43,23.60,87.50,86.60,21.20,4.20,42.00,19.23,-22.77,4.80,410.95
2017,12,17,11,25,00,1012.71,24.50,81.80,82.00,21.20,4.00,54.00,31.23,-22.77,4.80,622.13
2017,12,17,11,55,00,1012.91,25.00,81.50,80.30,21.40,4.30,47.00,24.23,-22.77,4.70,716.92
2017,12,17,12,25,00,1013.29,24.50,87.10,86.80,22.20,3.50,100.00,77.22,-22.77,4.10,802.18
2017,12,17,12,55,00,1013.30,23.20,90.90,90.60,21.60,4.50,125.00,102.22,-22.77,5.50,879.15
2017,12,17,13,25,00,1013.34,23.30,89.70,90.00,21.60,4.20,123.00,100.22,-22.77,5.20,938.62
2017,12,17,13,55,00,1013.34,24.00,84.90,86.50,21.60,4.00,112.00,89.22,-22.77,5.10,981.41
2017,12,17,14,25,00,1013.34,24.60,80.10,83.10,21.50,4.50,134.00,111.22,-22.77,5.40,1004.62
2017,12,17,14,55,00,1013.03,23.30,88.60,88.80,21.30,4.90,130.00,107.22,-22.77,5.80,1016.10
2017,12,17,15,25,00,1012.76,23.40,85.80,86.10,21.00,4.40,120.00,97.22,-22.77,5.80,1017.68
2017,12,17,15,55,00,1012.45,23.20,84.20,85.50,20.60,6.40,150.00,127.22,-22.77,8.00,1002.59
2017,12,17,16,25,00,1012.35,24.30,82.10,80.50,20.70,5.60,132.00,109.22,-22.77,7.30,907.12
2017,12,17,16,55,00,1011.99,23.40,84.70,84.00,20.60,5.30,126.00,103.22,-22.77,6.10,913.41
2017,12,17,17,25,00,1011.89,23.80,79.90,80.80,20.30,6.20,129.00,106.22,-22.77,7.80,840.28
2017,12,17,17,55,00,1011.47,23.90,78.40,79.50,20.10,6.60,132.00,109.22,-22.77,7.30,383.57
2017,12,17,18,55,00,1010.86,24.40,75.40,76.30,20.00,7.60,138.00,115.22,-22.77,8.70,665.50
2017,12,17,19,25,00,1010.56,23.10,85.60,83.70,20.20,5.60,152.00,129.22,-22.77,6.70,561.20
2017,12,17,19,55,00,1010.39,23.20,83.90,84.00,20.40,1.00,222.00,199.22,-22.77,2.30,445.44
2017,12,17,20,25,00,1010.46,24.10,78.90,79.10,20.20,3.50,149.00,126.22,-22.77,6.00,241.34
2017,12,17,20,55,00,1010.73,24.20,77.60,78.50,20.20,1.90,247.00,224.22,-22.77,3.20,195.74
2017,12,17,21,25,00,1010.76,24.60,78.00,77.90,20.50,1.30,179.00,156.22,-22.77,2.60,99.53
2017,12,17,21,55,00,1010.84,24.20,78.80,79.00,20.40,2.50,195.00,172.22,-22.77,3.30,42.28
2017,12,17,22,25,00,1011.06,23.50,83.70,81.90,20.20,2.00,236.00,213.22,-22.77,2.60,39.17
2017,12,17,22,55,00,1011.25,23.20,86.70,86.00,20.70,1.70,303.00,280.23,-22.77,2.20,38.14
2017,12,17,23,25,00,1011.41,23.50,83.40,82.80,20.40,1.30,316.00,293.23,-22.77,1.80,37.34
2017,12,17,23,55,00,1011.77,24.10,80.10,80.90,20.60,0.90,219.00,196.22,-22.77,2.00,35.93
2017,12,18,0,55,00,1012.76,28.50,68.70,67.20,21.80,3.10,51.00,28.23,-22.77,3.60,36.60
2017,12,18,1,25,00,1012.95,27.40,77.40,76.30,22.90,2.80,69.00,46.23,-22.77,3.40,36.75
2017,12,18,1,55,00,1013.09,27.60,71.90,69.80,21.50,1.60,19.00,356.23,-22.77,3.20,36.37
2017,12,18,2,25,00,1013.18,22.40,87.80,87.20,20.10,1.40,258.00,235.22,-22.77,1.90,37.06
2017,12,18,2,55,00,1012.75,21.80,88.40,88.40,19.80,0.70,239.00,216.22,-22.77,1.40,37.11
